Reporting_Period,County,Facility_Name,Youth_in_Facility,Youth_Tested,Youth_Confirmed_Positive,Youth_Confirmed_at_Intake_(Optional),Youth_Confirmed_in_First_14_Days_(Optional),Youth_Confirmed_In_Custody_(Optional),Youth_Hospitalized,Estimated_Youth_Resolved,Youth_Deaths,Additional_Information_(Optional),Staff_Tested,Staff_Confirmed_Positive,Staff_Resolved,Additional_County_Information
10/04/20 - 10/10/20,San Bernardino,,,,,,,,,,,,U,0,0,
10/11/20 - 10/17/20,San Bernardino,,,,,,,,,,,,U,0,0,
10/18/20 - 10/24/20,San Bernardino,,,,,,,,,,,,U,<11,0,
10/25/20 - 10/31/20,San Bernardino,,,,,,,,,,,,U,0,<11,
11/01/20 - 11/07/20,San Bernardino,,,,,,,,,,,,U,<11,<11,
7/19/20 - 7/25/20,San Bernardino,,,,,,,,,,,,U,<11,U,
7/26/20 - 8/01/20,San Bernardino,,,,,,,,,,,,U,<11,0,
8/02/20 - 8/08/20,San Bernardino,,,,,,,,,,,,U,0,<11,
8/09/20 - 8/15/20,San Bernardino,,,,,,,,,,,,U,0,<11,
8/16/20 - 8/22/20,San Bernardino,,,,,,,,,,,,U,0,0,
8/23/20 - 8/29/20,San Bernardino,,,,,,,,,,,,U,0,0,
8/30/20 - 9/05/20,San Bernardino,,,,,,,,,,,,U,0,0,
9/06/20 - 9/12/20,San Bernardino,,,,,,,,,,,,U,0,<11,
9/13/20 - 9/19/20,San Bernardino,,,,,,,,,,,,U,0,U,all previous staff testing positive have been resolved
9/20/20 - 9/26/20,San Bernardino,,,,,,,,,,,,U,0,0,
9/27/20 - 10/03/20,San Bernardino,,,,,,,,,,,,U,<11,U,
10/04/20 - 10/10/20,San Diego,East Mesa Juvenile Hall,62,0,0,0,0,0,0,0,0,https://www.sandiegocounty.gov/content/sdc/probation/covid-19-faq.html;  https://www.sandiegocounty.gov/content/dam/sdc/probation/docs/COVID-19_Probation_Test_Results.pdf,,,,
10/11/20 - 10/17/20,San Diego,East Mesa Juvenile Hall,59,0,0,0,0,0,0,0,0,https://www.sandiegocounty.gov/content/sdc/probation/covid-19-faq.html;  https://www.sandiegocounty.gov/content/dam/sdc/probation/docs/COVID-19_Probation_Test_Results.pdf,,,,
10/18/20 - 10/24/20,San Diego,East Mesa Juvenile Hall,64,0,0,0,0,0,0,0,0,https://www.sandiegocounty.gov/content/sdc/probation/covid-19-faq.html;  https://www.sandiegocounty.gov/content/dam/sdc/probation/docs/COVID-19_Probation_Test_Results.pdf,,,,
10/25/20 - 10/31/20,San Diego,East Mesa Juvenile Hall,69,<11,0,0,0,0,0,0,0,https://www.sandiegocounty.gov/content/sdc/probation/covid-19-faq.html;  https://www.sandiegocounty.gov/content/dam/sdc/probation/docs/COVID-19_Probation_Test_Results.pdf,,,,
11/01/20 - 11/07/20,San Diego,East Mesa Juvenile Hall,68,0,0,0,0,0,0,0,0,https://www.sandiegocounty.gov/content/sdc/probation/covid-19-faq.html;  https://www.sandiegocounty.gov/content/dam/sdc/probation/docs/COVID-19_Probation_Test_Results.pdf,,,,
7/19/20 - 7/25/20,San Diego,East Mesa Juvenile Hall,61,61,0,0,0,0,0,0,0,https://www.sandiegocounty.gov/content/sdc/probation/covid-19-faq.html;  https://www.sandiegocounty.gov/content/dam/sdc/probation/docs/COVID-19_Probation_Test_Results.pdf,,,,
7/26/20 - 8/01/20,San Diego,East Mesa Juvenile Hall,65,0,0,0,0,0,0,0,0,https://www.sandiegocounty.gov/content/sdc/probation/covid-19-faq.html;  https://www.sandiegocounty.gov/content/dam/sdc/probation/docs/COVID-19_Probation_Test_Results.pdf,,,,
8/02/20 - 8/08/20,San Diego,East Mesa Juvenile Hall,64,0,0,0,0,0,0,0,0,https://www.sandiegocounty.gov/content/sdc/probation/covid-19-faq.html;  COVID-19 Probation Test Results,,,,
8/09/20 - 8/15/20,San Diego,East Mesa Juvenile Hall,63,0,0,0,0,0,0,0,0,https://www.sandiegocounty.gov/content/sdc/probation/covid-19-faq.html;  https://www.sandiegocounty.gov/content/dam/sdc/probation/docs/COVID-19_Probation_Test_Results.pdf,,,,
8/16/20 - 8/22/20,San Diego,East Mesa Juvenile Hall,64,0,0,0,0,0,0,0,0,https://www.sandiegocounty.gov/content/sdc/probation/covid-19-faq.html;  https://www.sandiegocounty.gov/content/dam/sdc/probation/docs/COVID-19_Probation_Test_Results.pdf,,,,
8/23/20 - 8/29/20,San Diego,East Mesa Juvenile Hall,65,0,0,0,0,0,0,0,0,https://www.sandiegocounty.gov/content/sdc/probation/covid-19-faq.html;  https://www.sandiegocounty.gov/content/dam/sdc/probation/docs/COVID-19_Probation_Test_Results.pdf,,,,
8/30/20 - 9/05/20,San Diego,East Mesa Juvenile Hall,69,0,0,0,0,0,0,0,0,https://www.sandiegocounty.gov/content/sdc/probation/covid-19-faq.html;  https://www.sandiegocounty.gov/content/dam/sdc/probation/docs/COVID-19_Probation_Test_Results.pdf,,,,
9/06/20 - 9/12/20,San Diego,East Mesa Juvenile Hall,70,0,0,0,0,0,0,0,0,https://www.sandiegocounty.gov/content/sdc/probation/covid-19-faq.html;  https://www.sandiegocounty.gov/content/dam/sdc/probation/docs/COVID-19_Probation_Test_Results.pdf,,,,
9/13/20 - 9/19/20,San Diego,East Mesa Juvenile Hall,69,0,0,0,0,0,0,0,0,https://www.sandiegocounty.gov/content/sdc/probation/covid-19-faq.html;  https://www.sandiegocounty.gov/content/dam/sdc/probation/docs/COVID-19_Probation_Test_Results.pdf,,,,
9/20/20 - 9/26/20,San Diego,East Mesa Juvenile Hall,64,0,0,0,0,0,0,0,0,https://www.sandiegocounty.gov/content/sdc/probation/covid-19-faq.html;  https://www.sandiegocounty.gov/content/dam/sdc/probation/docs/COVID-19_Probation_Test_Results.pdf,,,,
9/27/20 - 10/03/20,San Diego,East Mesa Juvenile Hall,63,0,0,0,0,0,0,0,0,https://www.sandiegocounty.gov/content/sdc/probation/covid-19-faq.html;  https://www.sandiegocounty.gov/content/dam/sdc/probation/docs/COVID-19_Probation_Test_Results.pdf,,,,
10/04/20 - 10/10/20,San Diego,Kearny Mesa Juvenile Hall,75,11,0,0,0,0,0,0,0,https://www.sandiegocounty.gov/content/sdc/probation/covid-19-faq.html;  https://www.sandiegocounty.gov/content/dam/sdc/probation/docs/COVID-19_Probation_Test_Results.pdf,,,,
10/11/20 - 10/17/20,San Diego,Kearny Mesa Juvenile Hall,79,11,<11,0,<11,0,0,0,0,https://www.sandiegocounty.gov/content/sdc/probation/covid-19-faq.html;  https://www.sandiegocounty.gov/content/dam/sdc/probation/docs/COVID-19_Probation_Test_Results.pdf,,,,
10/18/20 - 10/24/20,San Diego,Kearny Mesa Juvenile Hall,78,22,<11,0,<11,0,0,0,0,https://www.sandiegocounty.gov/content/sdc/probation/covid-19-faq.html;  https://www.sandiegocounty.gov/content/dam/sdc/probation/docs/COVID-19_Probation_Test_Results.pdf,,,,
10/25/20 - 10/31/20,San Diego,Kearny Mesa Juvenile Hall,72,110,<11,0,<11,0,0,0,0,https://www.sandiegocounty.gov/content/sdc/probation/covid-19-faq.html;  https://www.sandiegocounty.gov/content/dam/sdc/probation/docs/COVID-19_Probation_Test_Results.pdf,,,,
11/01/20 - 11/07/20,San Diego,Kearny Mesa Juvenile Hall,68,11,<11,0,<11,0,0,0,0,https://www.sandiegocounty.gov/content/sdc/probation/covid-19-faq.html;  https://www.sandiegocounty.gov/content/dam/sdc/probation/docs/COVID-19_Probation_Test_Results.pdf,,,,
7/19/20 - 7/25/20,San Diego,Kearny Mesa Juvenile Hall,73,13,0,0,0,0,0,0,0,We currently have <11 Youths in Isolation after testing +COVID-19 prior to this reporting period.  KMJDF is our booking facility.  All incoming Youths are offered COVID-19 testing.  All incoming Youths are quarantined for 14 days.   https://www.sandiegocounty.gov/content/dam/sdc/probation/docs/COVID-19_Probation_Test_Results.pdf;  https://www.sandiegocounty.gov/content/sdc/probation/covid-19-faq.html,,,,
7/26/20 - 8/01/20,San Diego,Kearny Mesa Juvenile Hall,64,<11,0,0,0,0,0,<11,0,https://www.sandiegocounty.gov/content/sdc/probation/covid-19-faq.html;  https://www.sandiegocounty.gov/content/dam/sdc/probation/docs/COVID-19_Probation_Test_Results.pdf,,,,
8/02/20 - 8/08/20,San Diego,Kearny Mesa Juvenile Hall,61,12,0,0,0,0,0,0,0,https://www.sandiegocounty.gov/content/sdc/probation/covid-19-faq.html;  COVID-19 Probation Test Results,,,,
8/09/20 - 8/15/20,San Diego,Kearny Mesa Juvenile Hall,69,15,<11,<11,0,0,0,0,0,https://www.sandiegocounty.gov/content/sdc/probation/covid-19-faq.html;  https://www.sandiegocounty.gov/content/dam/sdc/probation/docs/COVID-19_Probation_Test_Results.pdf,,,,
8/16/20 - 8/22/20,San Diego,Kearny Mesa Juvenile Hall,74,12,0,0,0,0,0,0,0,https://www.sandiegocounty.gov/content/sdc/probation/covid-19-faq.html;  https://www.sandiegocounty.gov/content/dam/sdc/probation/docs/COVID-19_Probation_Test_Results.pdf,,,,
8/23/20 - 8/29/20,San Diego,Kearny Mesa Juvenile Hall,79,18,0,0,0,0,0,0,0,https://www.sandiegocounty.gov/content/sdc/probation/covid-19-faq.html;  https://www.sandiegocounty.gov/content/dam/sdc/probation/docs/COVID-19_Probation_Test_Results.pdf,,,,
8/30/20 - 9/05/20,San Diego,Kearny Mesa Juvenile Hall,72,15,0,0,0,0,0,0,0,https://www.sandiegocounty.gov/content/sdc/probation/covid-19-faq.html:  https://www.sandiegocounty.gov/content/dam/sdc/probation/docs/COVID-19_Probation_Test_Results.pdf,,,,
9/06/20 - 9/12/20,San Diego,Kearny Mesa Juvenile Hall,69,13,0,0,0,0,0,0,0,https://www.sandiegocounty.gov/content/sdc/probation/covid-19-faq.html;  https://www.sandiegocounty.gov/content/dam/sdc/probation/docs/COVID-19_Probation_Test_Results.pdf,,,,
9/13/20 - 9/19/20,San Diego,Kearny Mesa Juvenile Hall,71,<11,0,0,0,0,0,0,0,https://www.sandiegocounty.gov/content/sdc/probation/covid-19-faq.html; https://www.sandiegocounty.gov/content/dam/sdc/probation/docs/COVID-19_Probation_Test_Results.pdf,,,,
9/20/20 - 9/26/20,San Diego,Kearny Mesa Juvenile Hall,71,<11,0,0,0,0,0,0,0,https://www.sandiegocounty.gov/content/sdc/probation/covid-19-faq.html;  https://www.sandiegocounty.gov/content/dam/sdc/probation/docs/COVID-19_Probation_Test_Results.pdf,,,,
9/27/20 - 10/03/20,San Diego,Kearny Mesa Juvenile Hall,74,18,0,0,0,0,0,0,0,https://www.sandiegocounty.gov/content/sdc/probation/covid-19-faq.html;  https://www.sandiegocounty.gov/content/dam/sdc/probation/docs/COVID-19_Probation_Test_Results.pdf,,,,
10/04/20 - 10/10/20,San Diego,Urban Camp,49,0,0,0,0,0,0,0,0,https://www.sandiegocounty.gov/content/sdc/probation/covid-19-faq.html;  https://www.sandiegocounty.gov/content/dam/sdc/probation/docs/COVID-19_Probation_Test_Results.pdf,,,,
10/11/20 - 10/17/20,San Diego,Urban Camp,45,0,0,0,0,0,0,0,0,https://www.sandiegocounty.gov/content/sdc/probation/covid-19-faq.html;  https://www.sandiegocounty.gov/content/dam/sdc/probation/docs/COVID-19_Probation_Test_Results.pdf,,,,
10/18/20 - 10/24/20,San Diego,Urban Camp,46,0,0,0,0,0,0,0,0,https://www.sandiegocounty.gov/content/sdc/probation/covid-19-faq.html;  https://www.sandiegocounty.gov/content/dam/sdc/probation/docs/COVID-19_Probation_Test_Results.pdf,,,,
10/25/20 - 10/31/20,San Diego,Urban Camp,47,0,0,0,0,0,0,0,0,https://www.sandiegocounty.gov/content/sdc/probation/covid-19-faq.html;  https://www.sandiegocounty.gov/content/dam/sdc/probation/docs/COVID-19_Probation_Test_Results.pdf,,,,
11/01/20 - 11/07/20,San Diego,Urban Camp,44,0,0,0,0,0,0,0,0,https://www.sandiegocounty.gov/content/sdc/probation/covid-19-faq.html;  https://www.sandiegocounty.gov/content/dam/sdc/probation/docs/COVID-19_Probation_Test_Results.pdf,,,,
7/19/20 - 7/25/20,San Diego,Urban Camp,39,0,0,0,0,0,0,0,0,https://www.sandiegocounty.gov/content/sdc/probation/covid-19-faq.html; https://www.sandiegocounty.gov/content/dam/sdc/probation/docs/COVID-19_Probation_Test_Results.pdf,,,,
7/26/20 - 8/01/20,San Diego,Urban Camp,44,0,0,0,0,0,0,0,0,https://www.sandiegocounty.gov/content/sdc/probation/covid-19-faq.html;  https://www.sandiegocounty.gov/content/dam/sdc/probation/docs/COVID-19_Probation_Test_Results.pdf,,,,
8/02/20 - 8/08/20,San Diego,Urban Camp,45,0,0,0,0,0,0,0,0,https://www.sandiegocounty.gov/content/sdc/probation/covid-19-faq.html;  https://www.sandiegocounty.gov/content/dam/sdc/probation/docs/COVID-19_Probation_Test_Results.pdf,,,,
8/09/20 - 8/15/20,San Diego,Urban Camp,46,0,0,0,0,0,0,0,0,https://www.sandiegocounty.gov/content/sdc/probation/covid-19-faq.html;  https://www.sandiegocounty.gov/content/dam/sdc/probation/docs/COVID-19_Probation_Test_Results.pdf,,,,
8/16/20 - 8/22/20,San Diego,Urban Camp,45,0,0,0,0,0,0,0,0,https://www.sandiegocounty.gov/content/sdc/probation/covid-19-faq.html;  https://www.sandiegocounty.gov/content/dam/sdc/probation/docs/COVID-19_Probation_Test_Results.pdf,,,,
8/23/20 - 8/29/20,San Diego,Urban Camp,47,0,0,0,0,0,0,0,0,https://www.sandiegocounty.gov/content/sdc/probation/covid-19-faq.html;  https://www.sandiegocounty.gov/content/dam/sdc/probation/docs/COVID-19_Probation_Test_Results.pdf,,,,
8/30/20 - 9/05/20,San Diego,Urban Camp,51,0,0,0,0,0,0,0,0,https://www.sandiegocounty.gov/content/sdc/probation/covid-19-faq.html;  https://www.sandiegocounty.gov/content/dam/sdc/probation/docs/COVID-19_Probation_Test_Results.pdf,,,,
9/06/20 - 9/12/20,San Diego,Urban Camp,49,0,0,0,0,0,0,0,0,https://www.sandiegocounty.gov/content/sdc/probation/covid-19-faq.html; https://www.sandiegocounty.gov/content/dam/sdc/probation/docs/COVID-19_Probation_Test_Results.pdf,,,,
9/13/20 - 9/19/20,San Diego,Urban Camp,50,0,0,0,0,0,0,0,0,https://www.sandiegocounty.gov/content/sdc/probation/covid-19-faq.html;  https://www.sandiegocounty.gov/content/dam/sdc/probation/docs/COVID-19_Probation_Test_Results.pdf,,,,
9/20/20 - 9/26/20,San Diego,Urban Camp,50,0,0,0,0,0,0,0,0,https://www.sandiegocounty.gov/content/sdc/probation/covid-19-faq.html;  https://www.sandiegocounty.gov/content/dam/sdc/probation/docs/COVID-19_Probation_Test_Results.pdf,,,,
9/27/20 - 10/03/20,San Diego,Urban Camp,52,0,0,0,0,0,0,0,0,https://www.sandiegocounty.gov/content/sdc/probation/covid-19-faq.html;  https://www.sandiegocounty.gov/content/dam/sdc/probation/docs/COVID-19_Probation_Test_Results.pdf,,,,
10/04/20 - 10/10/20,San Diego,,,,,,,,,,,,<11,0,0,https://www.sandiegocounty.gov/content/sdc/probation/covid-19-faq.html;  https://www.sandiegocounty.gov/content/dam/sdc/probation/docs/COVID-19_Probation_Test_Results.pdf
10/11/20 - 10/17/20,San Diego,,,,,,,,,,,,0,0,0,https://www.sandiegocounty.gov/content/sdc/probation/covid-19-faq.html;  https://www.sandiegocounty.gov/content/dam/sdc/probation/docs/COVID-19_Probation_Test_Results.pdf
10/18/20 - 10/24/20,San Diego,,,,,,,,,,,,0,0,0,https://www.sandiegocounty.gov/content/sdc/probation/covid-19-faq.html;  https://www.sandiegocounty.gov/content/dam/sdc/probation/docs/COVID-19_Probation_Test_Results.pdf
10/25/20 - 10/31/20,San Diego,,,,,,,,,,,,62,<11,0,https://www.sandiegocounty.gov/content/sdc/probation/covid-19-faq.html;  https://www.sandiegocounty.gov/content/dam/sdc/probation/docs/COVID-19_Probation_Test_Results.pdf
11/01/20 - 11/07/20,San Diego,,,,,,,,,,,,<11,0,0,https://www.sandiegocounty.gov/content/sdc/probation/covid-19-faq.html;  https://www.sandiegocounty.gov/content/dam/sdc/probation/docs/COVID-19_Probation_Test_Results.pdf
7/19/20 - 7/25/20,San Diego,,,,,,,,,,,,102,<11,0,https://www.sandiegocounty.gov/content/sdc/probation/covid-19-faq.html;  https://www.sandiegocounty.gov/content/dam/sdc/probation/docs/COVID-19_Probation_Test_Results.pdf
7/26/20 - 8/01/20,San Diego,,,,,,,,,,,,0,0,<11,https://www.sandiegocounty.gov/content/sdc/probation/covid-19-faq.html;  https://www.sandiegocounty.gov/content/dam/sdc/probation/docs/COVID-19_Probation_Test_Results.pdf
8/02/20 - 8/08/20,San Diego,,,,,,,,,,,,<11,<11,<11,https://www.sandiegocounty.gov/content/sdc/probation/covid-19-faq.html;  https://www.sandiegocounty.gov/content/dam/sdc/probation/docs/COVID-19_Probation_Test_Results.pdf
8/09/20 - 8/15/20,San Diego,,,,,,,,,,,,<11,<11,<11,https://www.sandiegocounty.gov/content/sdc/probation/covid-19-faq.html;  https://www.sandiegocounty.gov/content/dam/sdc/probation/docs/COVID-19_Probation_Test_Results.pdf
8/16/20 - 8/22/20,San Diego,,,,,,,,,,,,<11,0,<11,https://www.sandiegocounty.gov/content/sdc/probation/covid-19-faq.html;  https://www.sandiegocounty.gov/content/dam/sdc/probation/docs/COVID-19_Probation_Test_Results.pdf
8/23/20 - 8/29/20,San Diego,,,,,,,,,,,,0,0,<11,https://www.sandiegocounty.gov/content/sdc/probation/covid-19-faq.html;  https://www.sandiegocounty.gov/content/dam/sdc/probation/docs/COVID-19_Probation_Test_Results.pdf
8/30/20 - 9/05/20,San Diego,,,,,,,,,,,,0,0,0,https://www.sandiegocounty.gov/content/sdc/probation/covid-19-faq.html;  https://www.sandiegocounty.gov/content/dam/sdc/probation/docs/COVID-19_Probation_Test_Results.pdf
9/06/20 - 9/12/20,San Diego,,,,,,,,,,,,0,0,0,https://www.sandiegocounty.gov/content/sdc/probation/covid-19-faq.html;  https://www.sandiegocounty.gov/content/dam/sdc/probation/docs/COVID-19_Probation_Test_Results.pdf
9/13/20 - 9/19/20,San Diego,,,,,,,,,,,,<11,0,0,https://www.sandiegocounty.gov/content/sdc/probation/covid-19-faq.html;  https://www.sandiegocounty.gov/content/dam/sdc/probation/docs/COVID-19_Probation_Test_Results.pdf
9/20/20 - 9/26/20,San Diego,,,,,,,,,,,,<11,0,0,https://www.sandiegocounty.gov/content/sdc/probation/covid-19-faq.html;  https://www.sandiegocounty.gov/content/dam/sdc/probation/docs/COVID-19_Probation_Test_Results.pdf
9/27/20 - 10/03/20,San Diego,,,,,,,,,,,,0,0,0,https://www.sandiegocounty.gov/content/sdc/probation/covid-19-faq.html;  https://www.sandiegocounty.gov/content/dam/sdc/probation/docs/COVID-19_Probation_Test_Results.pdf
10/04/20 - 10/10/20,San Francisco,No Data Reported,,,,,,,,,,,,,,
10/11/20 - 10/17/20,San Francisco,No Data Reported,,,,,,,,,,,,,,
10/25/20 - 10/31/20,San Francisco,No Data Reported,,,,,,,,,,,,,,
11/01/20 - 11/07/20,San Francisco,No Data Reported,,,,,,,,,,,,,,
8/02/20 - 8/08/20,San Francisco,No Data Reported,,,,,,,,,,,,,,
9/06/20 - 9/12/20,San Francisco,No Data Reported,,,,,,,,,,,,,,
9/20/20 - 9/26/20,San Francisco,No Data Reported,,,,,,,,,,,,,,
10/18/20 - 10/24/20,San Francisco,San Francisco Juvenile Justice Center,17,18,0,0,0,0,0,0,0,,,,,
7/19/20 - 7/25/20,San Francisco,San Francisco Juvenile Justice Center,11,12,0,0,0,0,0,0,0,,,,,
7/26/20 - 8/01/20,San Francisco,San Francisco Juvenile Justice Center,12,<11,0,0,0,<11,0,0,0,,,,,
8/09/20 - 8/15/20,San Francisco,San Francisco Juvenile Justice Center,13,<11,0,0,0,0,0,0,0,,,,,
8/16/20 - 8/22/20,San Francisco,San Francisco Juvenile Justice Center,11,<11,0,0,0,0,0,0,0,,,,,
8/23/20 - 8/29/20,San Francisco,San Francisco Juvenile Justice Center,14,<11,<11,<11,<11,<11,0,<11,0,,,,,
8/30/20 - 9/05/20,San Francisco,San Francisco Juvenile Justice Center,14,<11,0,0,0,0,0,0,0,,,,,
9/13/20 - 9/19/20,San Francisco,San Francisco Juvenile Justice Center,11,<11,<11,<11,<11,<11,0,<11,0,,,,,
9/27/20 - 10/03/20,San Francisco,San Francisco Juvenile Justice Center,10,<11,<11,0,<11,0,0,<11,0,,,,,
10/04/20 - 10/10/20,San Francisco,,,,,,,,,,,,No Data Reported,,,
10/11/20 - 10/17/20,San Francisco,,,,,,,,,,,,No Data Reported,,,
10/18/20 - 10/24/20,San Francisco,,,,,,,,,,,,No Data Reported,,,
10/25/20 - 10/31/20,San Francisco,,,,,,,,,,,,No Data Reported,,,
11/01/20 - 11/07/20,San Francisco,,,,,,,,,,,,No Data Reported,,,
7/19/20 - 7/25/20,San Francisco,,,,,,,,,,,,U,0,0,
7/26/20 - 8/01/20,San Francisco,,,,,,,,,,,,U,0,0,
8/02/20 - 8/08/20,San Francisco,,,,,,,,,,,,No Data Reported,,,
8/16/20 - 8/22/20,San Francisco,,,,,,,,,,,,No Data Reported,,,
8/23/20 - 8/29/20,San Francisco,,,,,,,,,,,,<11,<11,<11,
8/30/20 - 9/05/20,San Francisco,,,,,,,,,,,,U,0,U,
9/06/20 - 9/12/20,San Francisco,,,,,,,,,,,,No Data Reported,,,
9/13/20 - 9/19/20,San Francisco,,,,,,,,,,,,No Data Reported,,,
9/20/20 - 9/26/20,San Francisco,,,,,,,,,,,,No Data Reported,,,
9/27/20 - 10/03/20,San Francisco,,,,,,,,,,,,No Data Reported,,,
10/04/20 - 10/10/20,San Joaquin,San Joaquin Juvenile Hall,47,0,0,,,,0,0,0,,,,,
10/11/20 - 10/17/20,San Joaquin,San Joaquin Juvenile Hall,43,0,0,,,,0,0,0,,,,,
10/18/20 - 10/24/20,San Joaquin,San Joaquin Juvenile Hall,51,0,0,,,,0,0,0,,,,,
10/25/20 - 10/31/20,San Joaquin,San Joaquin Juvenile Hall,46,0,0,,,,0,<11,0,,,,,
11/01/20 - 11/07/20,San Joaquin,San Joaquin Juvenile Hall,32,0,0,,,,0,0,0,,,,,
7/19/20 - 7/25/20,San Joaquin,San Joaquin Juvenile Hall,39,0,0,,,,0,0,0,,,,,
7/26/20 - 8/01/20,San Joaquin,San Joaquin Juvenile Hall,37,<11,0,,,,0,0,0,,,,,
8/02/20 - 8/08/20,San Joaquin,San Joaquin Juvenile Hall,47,<11,0,,,,0,<11,0,,,,,
8/09/20 - 8/15/20,San Joaquin,San Joaquin Juvenile Hall,35,<11,<11,,,,0,<11,0,,,,,
8/16/20 - 8/22/20,San Joaquin,San Joaquin Juvenile Hall,39,<11,<11,,,,0,0,0,,,,,
8/23/20 - 8/29/20,San Joaquin,San Joaquin Juvenile Hall,45,<11,0,,,,0,0,0,,,,,
8/30/20 - 9/05/20,San Joaquin,San Joaquin Juvenile Hall,40,<11,0,,,,0,0,0,,,,,
9/06/20 - 9/12/20,San Joaquin,San Joaquin Juvenile Hall,50,0,0,,,,0,0,0,,,,,
9/13/20 - 9/19/20,San Joaquin,San Joaquin Juvenile Hall,46,0,0,,,,0,0,0,,,,,
9/20/20 - 9/26/20,San Joaquin,San Joaquin Juvenile Hall,46,0,0,,,,0,0,0,,,,,
9/27/20 - 10/03/20,San Joaquin,San Joaquin Juvenile Hall,42,0,0,,,,0,0,0,,,,,
10/04/20 - 10/10/20,San Joaquin,San Joaquin Probation Camp,0,0,0,,,,0,0,0,Youth at this Camp facility were included in data for our Juvenile Hall on this date.,,,,
10/11/20 - 10/17/20,San Joaquin,San Joaquin Probation Camp,7,0,0,,,,0,0,0,,,,,
10/18/20 - 10/24/20,San Joaquin,San Joaquin Probation Camp,0,0,0,,,,0,0,0,Youth at this Camp facility were included in data for our Juvenile Hall on this date.,,,,
10/25/20 - 10/31/20,San Joaquin,San Joaquin Probation Camp,0,0,0,,,,0,0,0,Youth at this Camp facility were included in data for our Juvenile Hall on this date.,,,,
11/01/20 - 11/07/20,San Joaquin,San Joaquin Probation Camp,13,0,0,,,,0,0,0,,,,,
7/19/20 - 7/25/20,San Joaquin,San Joaquin Probation Camp,8,0,0,,,,0,0,0,,,,,
7/26/20 - 8/01/20,San Joaquin,San Joaquin Probation Camp,8,0,0,,,,0,0,0,,,,,
8/02/20 - 8/08/20,San Joaquin,San Joaquin Probation Camp,7,0,0,,,,0,0,0,,,,,
8/09/20 - 8/15/20,San Joaquin,San Joaquin Probation Camp,7,0,0,,,,0,0,0,,,,,
8/16/20 - 8/22/20,San Joaquin,San Joaquin Probation Camp,7,0,0,,,,0,0,0,,,,,
8/23/20 - 8/29/20,San Joaquin,San Joaquin Probation Camp,0,0,0,,,,0,0,0,"Due to population and staffing numbers, our Camp youth programmed on a living unit of Juvenile Hall on this date and were included in that facility's reporting data.",,,,
8/30/20 - 9/05/20,San Joaquin,San Joaquin Probation Camp,6,0,0,,,,0,0,0,,,,,
9/06/20 - 9/12/20,San Joaquin,San Joaquin Probation Camp,0,0,0,,,,0,0,0,Camp youth were moved to the Juvenile Hall facility for sleeping purposes on this date. They are included in that facility's data.,,,,
9/13/20 - 9/19/20,San Joaquin,San Joaquin Probation Camp,0,0,0,,,,0,0,0,Youth at this Camp facility were included in data for our Juvenile Hall on this date.,,,,
9/20/20 - 9/26/20,San Joaquin,San Joaquin Probation Camp,0,0,0,,,,0,0,0,Youth at this Camp facility were included in data for our Juvenile Hall on this date.,,,,
9/27/20 - 10/03/20,San Joaquin,San Joaquin Probation Camp,8,0,0,,,,0,0,0,,,,,
10/04/20 - 10/10/20,San Joaquin,,,,,,,,,,,,<11,0,0,
10/11/20 - 10/17/20,San Joaquin,,,,,,,,,,,,0,0,0,
10/18/20 - 10/24/20,San Joaquin,,,,,,,,,,,,0,0,0,
10/25/20 - 10/31/20,San Joaquin,,,,,,,,,,,,0,0,0,
11/01/20 - 11/07/20,San Joaquin,,,,,,,,,,,,0,0,0,
7/19/20 - 7/25/20,San Joaquin,,,,,,,,,,,,0,0,0,
7/26/20 - 8/01/20,San Joaquin,,,,,,,,,,,,<11,0,0,
8/02/20 - 8/08/20,San Joaquin,,,,,,,,,,,,<11,0,0,
8/09/20 - 8/15/20,San Joaquin,,,,,,,,,,,,<11,<11,0,
8/16/20 - 8/22/20,San Joaquin,,,,,,,,,,,,<11,0,<11,
8/23/20 - 8/29/20,San Joaquin,,,,,,,,,,,,0,0,0,
8/30/20 - 9/05/20,San Joaquin,,,,,,,,,,,,0,0,0,
9/06/20 - 9/12/20,San Joaquin,,,,,,,,,,,,0,0,0,
9/13/20 - 9/19/20,San Joaquin,,,,,,,,,,,,<11,<11,0,
9/20/20 - 9/26/20,San Joaquin,,,,,,,,,,,,0,0,0,
9/27/20 - 10/03/20,San Joaquin,,,,,,,,,,,,<11,0,0,
10/04/20 - 10/10/20,San Luis Obispo,Coastal Valley Academy,5,0,0,,,,0,0,0,,,,,
10/18/20 - 10/24/20,San Luis Obispo,Coastal Valley Academy,3,0,0,,,,0,0,0,,,,,
11/01/20 - 11/07/20,San Luis Obispo,Coastal Valley Academy,7,<11,0,,,,0,0,0,,,,,
11/01/20 - 11/07/20,San Luis Obispo,Coastal Valley Academy,3,<11,0,,,,0,0,0,,,,,
7/19/20 - 7/25/20,San Luis Obispo,Coastal Valley Academy,7,0,0,0,0,0,0,0,0,,,,,
7/26/20 - 8/01/20,San Luis Obispo,Coastal Valley Academy,7,0,0,,,,0,0,0,,,,,
8/16/20 - 8/22/20,San Luis Obispo,Coastal Valley Academy,7,0,0,,,,0,0,0,,,,,
