Reporting_Period,County,Facility_Name,Number_of_Incarcerated_in_the_Facility,Total_Number_Tested,Total_Confirmed_Positive,Confirmed_at_Intake_(Optional),Confirmed_in_First_14 Days_(Optional),Confirmed_In_Custody_(Optional),Hospitalized,Estimated_Resolved,Deaths,Additional_Information_(Optional),Staff_Tested,Staff_Confirmed_Positive,Staff_Resolved,Additional_County_Information
11/01/20 - 11/07/20,Fresno,Fresno County Main Jail/North Annex/South Annex,2386,645,<11,,,,0,<11,0,,,,,
7/19/20 - 7/25/20,Fresno,Fresno County Main Jail/North Annex/South Annex,2030,280,<11,,,,<11,507,0,,,,,
7/26/20 - 8/01/20,Fresno,Fresno County Main Jail/North Annex/South Annex,2055,96,21,,,,<11,30,0,,,,,
8/02/20 - 8/08/20,Fresno,Fresno County Main Jail/North Annex/South Annex,2032,114,<11,,,<11,0,95,0,,,,,
8/09/20 - 8/15/20,Fresno,Fresno County Main Jail/North Annex/South Annex,2049,721,58,<11,,66,0,<11,0,,,,,
8/16/20 - 8/22/20,Fresno,Fresno County Main Jail/North Annex/South Annex,2050,356,25,,,,<11,<11,0,,,,,
8/23/20 - 8/29/20,Fresno,Fresno County Main Jail/North Annex/South Annex,2084,839,26,,,,<11,20,0,,,,,
8/30/20 - 9/05/20,Fresno,Fresno County Main Jail/North Annex/South Annex,2084,132,45,,,,<11,<11,0,,,,,
9/13/20 - 9/19/20,Fresno,Fresno County Main Jail/North Annex/South Annex,2104,522,0,0,,,0,47,0,,,,,
9/20/20 - 9/26/20,Fresno,Fresno County Main Jail/North Annex/South Annex,2218,783,<11,,,<11,<11,<11,0,,,,,
9/27/20 - 10/03/20,Fresno,Fresno County Main Jail/North Annex/South Annex,2156,84,<11,,,<11,0,<11,0,,,,,
9/06/20 - 9/12/20,Fresno,No Data Reported,,,,,,,,,,,,,,
10/04/20 - 10/10/20,Fresno,,,,,,,,,,,,197,<11,<11,
10/11/20 - 10/17/20,Fresno,,,,,,,,,,,,168,<11,<11,
10/18/20 - 10/24/20,Fresno,,,,,,,,,,,,189,<11,<11,
10/25/20 - 10/31/20,Fresno,,,,,,,,,,,,195,<11,<11,
11/01/20 - 11/07/20,Fresno,,,,,,,,,,,,219,0,<11,
7/19/20 - 7/25/20,Fresno,,,,,,,,,,,,230,<11,18,
7/26/20 - 8/01/20,Fresno,,,,,,,,,,,,231,<11,11,
8/02/20 - 8/08/20,Fresno,,,,,,,,,,,,194,<11,<11,
8/09/20 - 8/15/20,Fresno,,,,,,,,,,,,211,<11,<11,
8/16/20 - 8/22/20,Fresno,,,,,,,,,,,,226,<11,<11,
8/23/20 - 8/29/20,Fresno,,,,,,,,,,,,240,0,<11,
8/30/20 - 9/05/20,Fresno,,,,,,,,,,,,240,0,<11,
9/06/20 - 9/12/20,Fresno,,,,,,,,,,,,No Data Reported,,,
9/13/20 - 9/19/20,Fresno,,,,,,,,,,,,222,<11,<11,
9/20/20 - 9/26/20,Fresno,,,,,,,,,,,,202,0,<11,
9/27/20 - 10/03/20,Fresno,,,,,,,,,,,,198,0,<11,
10/04/20 - 10/10/20,Glenn,Glenn County Adult Detention Facility,80,0,0,0,0,0,0,0,0,,,,,
10/11/20 - 10/17/20,Glenn,Glenn County Adult Detention Facility,71,0,0,0,0,0,0,0,0,,,,,
10/18/20 - 10/24/20,Glenn,Glenn County Adult Detention Facility,68,0,0,0,0,0,0,0,0,,,,,
10/25/20 - 10/31/20,Glenn,Glenn County Adult Detention Facility,81,0,0,0,0,0,0,0,0,,,,,
11/01/20 - 11/07/20,Glenn,Glenn County Adult Detention Facility,83,0,0,0,0,0,0,0,0,,,,,
7/19/20 - 7/25/20,Glenn,Glenn County Adult Detention Facility,62,0,0,0,0,0,0,0,0,,,,,
7/26/20 - 8/01/20,Glenn,Glenn County Adult Detention Facility,68,0,0,0,0,0,0,0,0,,,,,
8/02/20 - 8/08/20,Glenn,Glenn County Adult Detention Facility,66,0,0,0,0,0,0,0,0,,,,,
8/09/20 - 8/15/20,Glenn,Glenn County Adult Detention Facility,71,0,0,0,0,0,0,0,0,,,,,
8/16/20 - 8/22/20,Glenn,Glenn County Adult Detention Facility,71,<11,<11,0,<11,<11,0,0,0,,,,,
8/23/20 - 8/29/20,Glenn,Glenn County Adult Detention Facility,74,0,0,0,0,0,0,0,0,,,,,
8/30/20 - 9/05/20,Glenn,Glenn County Adult Detention Facility,72,0,0,0,0,0,0,0,0,,,,,
9/06/20 - 9/12/20,Glenn,Glenn County Adult Detention Facility,70,0,0,0,0,0,0,0,0,,,,,
9/13/20 - 9/19/20,Glenn,Glenn County Adult Detention Facility,68,0,0,0,0,0,0,0,0,,,,,
9/20/20 - 9/26/20,Glenn,Glenn County Adult Detention Facility,69,0,0,0,0,0,0,0,0,,,,,
9/27/20 - 10/03/20,Glenn,Glenn County Adult Detention Facility,74,0,0,0,0,0,0,0,0,,,,,
10/04/20 - 10/10/20,Glenn,,,,,,,,,,,,0,0,0,
10/11/20 - 10/17/20,Glenn,,,,,,,,,,,,0,0,0,
10/18/20 - 10/24/20,Glenn,,,,,,,,,,,,0,0,0,
10/25/20 - 10/31/20,Glenn,,,,,,,,,,,,0,0,0,
11/01/20 - 11/07/20,Glenn,,,,,,,,,,,,0,0,0,
7/19/20 - 7/25/20,Glenn,,,,,,,,,,,,0,0,0,
7/26/20 - 8/01/20,Glenn,,,,,,,,,,,,0,0,0,
8/02/20 - 8/08/20,Glenn,,,,,,,,,,,,0,0,0,
8/09/20 - 8/15/20,Glenn,,,,,,,,,,,,0,0,0,
8/16/20 - 8/22/20,Glenn,,,,,,,,,,,,0,0,0,
8/23/20 - 8/29/20,Glenn,,,,,,,,,,,,0,0,0,
8/30/20 - 9/05/20,Glenn,,,,,,,,,,,,0,0,0,
9/06/20 - 9/12/20,Glenn,,,,,,,,,,,,0,0,0,
9/13/20 - 9/19/20,Glenn,,,,,,,,,,,,0,0,0,
9/20/20 - 9/26/20,Glenn,,,,,,,,,,,,0,0,0,
9/27/20 - 10/03/20,Glenn,,,,,,,,,,,,0,0,0,
7/19/20 - 7/25/20,Humboldt,Humboldt Co. Corr. Facility,229,<11,0,0,0,0,0,0,0,,,,,
7/26/20 - 8/01/20,Humboldt,Humboldt Co. Corr. Facility,233,<11,0,0,0,0,0,0,0,,,,,
8/09/20 - 8/15/20,Humboldt,Humboldt Co. Corr. Facility,227,<11,<11,<11,<11,<11,<11,<11,0,,,,,
8/16/20 - 8/22/20,Humboldt,Humboldt Co. Corr. Facility,241,<11,0,0,0,0,0,0,0,,,,,
8/23/20 - 8/29/20,Humboldt,Humboldt Co. Corr. Facility,239,<11,0,0,0,0,0,0,0,,,,,
8/30/20 - 9/05/20,Humboldt,Humboldt Co. Corr. Facility,229,<11,0,0,0,0,0,0,0,,,,,
9/06/20 - 9/12/20,Humboldt,Humboldt Co. Corr. Facility,241,<11,0,0,0,0,0,0,0,,,,,
9/13/20 - 9/19/20,Humboldt,Humboldt Co. Corr. Facility,246,<11,0,0,0,0,0,0,0,,,,,
9/20/20 - 9/26/20,Humboldt,Humboldt Co. Corr. Facility,253,<11,0,0,0,0,0,0,0,,,,,
9/27/20 - 10/03/20,Humboldt,Humboldt Co. Corr. Facility,253,<11,<11,<11,0,0,0,0,0,,,,,
10/04/20 - 10/10/20,Humboldt,No Data Reported,,,,,,,,,,,,,,
10/11/20 - 10/17/20,Humboldt,No Data Reported,,,,,,,,,,,,,,
10/18/20 - 10/24/20,Humboldt,No Data Reported,,,,,,,,,,,,,,
10/25/20 - 10/31/20,Humboldt,No Data Reported,,,,,,,,,,,,,,
11/01/20 - 11/07/20,Humboldt,No Data Reported,,,,,,,,,,,,,,
8/02/20 - 8/08/20,Humboldt,No Data Reported,,,,,,,,,,,,,,
9/06/20 - 9/12/20,Humboldt,No Data Reported,,,,,,,,,,,,,,
10/04/20 - 10/10/20,Humboldt,,,,,,,,,,,,No Data Reported,,,
10/11/20 - 10/17/20,Humboldt,,,,,,,,,,,,No Data Reported,,,
10/18/20 - 10/24/20,Humboldt,,,,,,,,,,,,No Data Reported,,,
10/25/20 - 10/31/20,Humboldt,,,,,,,,,,,,No Data Reported,,,
11/01/20 - 11/07/20,Humboldt,,,,,,,,,,,,No Data Reported,,,
7/19/20 - 7/25/20,Humboldt,,,,,,,,,,,,0,0,0,
7/26/20 - 8/01/20,Humboldt,,,,,,,,,,,,0,0,0,
8/02/20 - 8/08/20,Humboldt,,,,,,,,,,,,No Data Reported,,,
8/09/20 - 8/15/20,Humboldt,,,,,,,,,,,,0,0,0,
8/16/20 - 8/22/20,Humboldt,,,,,,,,,,,,0,0,0,
8/23/20 - 8/29/20,Humboldt,,,,,,,,,,,,No Data Reported,,,
8/30/20 - 9/05/20,Humboldt,,,,,,,,,,,,0,0,0,
9/06/20 - 9/12/20,Humboldt,,,,,,,,,,,,No Data Reported,,,
9/06/20 - 9/12/20,Humboldt,,,,,,,,,,,,0,0,0,
9/13/20 - 9/19/20,Humboldt,,,,,,,,,,,,0,0,0,
9/20/20 - 9/26/20,Humboldt,,,,,,,,,,,,No Data Reported,,,
9/27/20 - 10/03/20,Humboldt,,,,,,,,,,,,0,0,0,
10/04/20 - 10/10/20,Imperial,Herbert Hughes Corr. Center,46,0,0,0,0,0,0,0,0,,,,,
10/11/20 - 10/17/20,Imperial,Herbert Hughes Corr. Center,0,0,0,0,0,0,0,0,0,,,,,
10/18/20 - 10/24/20,Imperial,Herbert Hughes Corr. Center,48,0,0,0,0,0,0,0,0,,,,,
10/25/20 - 10/31/20,Imperial,Herbert Hughes Corr. Center,46,0,0,0,0,0,0,0,0,,,,,
11/01/20 - 11/07/20,Imperial,Herbert Hughes Corr. Center,45,0,0,0,0,0,0,0,0,,,,,
7/19/20 - 7/25/20,Imperial,Herbert Hughes Corr. Center,57,<11,0,0,0,0,0,0,0,,,,,
7/26/20 - 8/01/20,Imperial,Herbert Hughes Corr. Center,23,29,0,0,0,0,0,0,0,,,,,
8/02/20 - 8/08/20,Imperial,Herbert Hughes Corr. Center,56,0,0,0,0,0,0,0,0,,,,,
8/09/20 - 8/15/20,Imperial,Herbert Hughes Corr. Center,57,0,0,0,0,0,0,0,0,,,,,
8/16/20 - 8/22/20,Imperial,Herbert Hughes Corr. Center,55,0,0,0,0,0,0,0,0,,,,,
8/23/20 - 8/29/20,Imperial,Herbert Hughes Corr. Center,44,0,0,0,0,0,0,0,0,,,,,
8/30/20 - 9/05/20,Imperial,Herbert Hughes Corr. Center,49,0,0,0,0,0,0,0,0,,,,,
9/06/20 - 9/12/20,Imperial,Herbert Hughes Corr. Center,49,0,0,0,0,0,0,0,0,,,,,
9/13/20 - 9/19/20,Imperial,Herbert Hughes Corr. Center,49,0,0,0,0,0,0,0,0,,,,,
9/20/20 - 9/26/20,Imperial,Herbert Hughes Corr. Center,37,0,0,0,0,0,0,0,0,,,,,
9/27/20 - 10/03/20,Imperial,Herbert Hughes Corr. Center,47,0,0,0,0,0,0,0,0,,,,,
10/04/20 - 10/10/20,Imperial,Imperial Adult Regional Fac.,84,24,0,0,0,0,0,0,0,,,,,
10/11/20 - 10/17/20,Imperial,Imperial Adult Regional Fac.,0,0,0,0,0,0,0,0,0,,,,,
10/18/20 - 10/24/20,Imperial,Imperial Adult Regional Fac.,100,0,0,0,0,0,0,0,0,,,,,
10/25/20 - 10/31/20,Imperial,Imperial Adult Regional Fac.,99,<11,0,0,0,0,0,0,0,,,,,
11/01/20 - 11/07/20,Imperial,Imperial Adult Regional Fac.,102,22,<11,0,<11,<11,0,0,0,,,,,
7/19/20 - 7/25/20,Imperial,Imperial Adult Regional Fac.,93,<11,0,0,0,0,0,0,0,,,,,
7/26/20 - 8/01/20,Imperial,Imperial Adult Regional Fac.,96,<11,0,0,0,0,0,0,0,,,,,
8/02/20 - 8/08/20,Imperial,Imperial Adult Regional Fac.,97,15,0,0,0,0,0,<11,0,,,,,
8/09/20 - 8/15/20,Imperial,Imperial Adult Regional Fac.,99,11,0,0,0,0,0,0,0,,,,,
8/16/20 - 8/22/20,Imperial,Imperial Adult Regional Fac.,192,11,0,0,0,0,0,0,0,,,,,
8/23/20 - 8/29/20,Imperial,Imperial Adult Regional Fac.,101,<11,0,0,0,0,0,0,0,,,,,
8/30/20 - 9/05/20,Imperial,Imperial Adult Regional Fac.,96,16,<11,0,<11,0,0,0,0,,,,,
9/06/20 - 9/12/20,Imperial,Imperial Adult Regional Fac.,102,13,<11,<11,0,0,0,0,0,,,,,
9/13/20 - 9/19/20,Imperial,Imperial Adult Regional Fac.,102,20,<11,<11,<11,0,0,0,0,,,,,
9/20/20 - 9/26/20,Imperial,Imperial Adult Regional Fac.,103,25,0,0,0,0,0,<11,0,,,,,
9/27/20 - 10/03/20,Imperial,Imperial Adult Regional Fac.,98,19,0,0,0,0,0,0,0,,,,,
10/04/20 - 10/10/20,Imperial,Imperial County Oren Fox Det. Facility,57,0,0,0,0,0,0,0,0,,,,,
10/11/20 - 10/17/20,Imperial,Imperial County Oren Fox Det. Facility,58,28,0,0,0,0,0,0,0,,,,,
10/18/20 - 10/24/20,Imperial,Imperial County Oren Fox Det. Facility,51,17,0,0,0,0,0,0,0,,,,,
10/25/20 - 10/31/20,Imperial,Imperial County Oren Fox Det. Facility,57,0,0,0,0,0,0,0,0,,,,,
11/01/20 - 11/07/20,Imperial,Imperial County Oren Fox Det. Facility,55,0,0,0,0,0,0,0,0,,,,,
7/19/20 - 7/25/20,Imperial,Imperial County Oren Fox Det. Facility,37,<11,<11,<11,0,0,<11,0,0,,,,,
7/26/20 - 8/01/20,Imperial,Imperial County Oren Fox Det. Facility,35,0,0,0,0,0,0,0,0,,,,,
8/02/20 - 8/08/20,Imperial,Imperial County Oren Fox Det. Facility,40,0,0,0,0,0,0,0,0,,,,,
8/09/20 - 8/15/20,Imperial,Imperial County Oren Fox Det. Facility,44,0,0,0,0,0,0,0,0,,,,,
8/16/20 - 8/22/20,Imperial,Imperial County Oren Fox Det. Facility,46,0,0,0,0,0,0,0,0,,,,,
8/23/20 - 8/29/20,Imperial,Imperial County Oren Fox Det. Facility,50,0,0,0,0,0,0,0,0,,,,,
8/30/20 - 9/05/20,Imperial,Imperial County Oren Fox Det. Facility,46,0,0,0,0,0,0,0,0,,,,,
9/06/20 - 9/12/20,Imperial,Imperial County Oren Fox Det. Facility,42,0,0,0,0,0,0,0,0,,,,,
9/13/20 - 9/19/20,Imperial,Imperial County Oren Fox Det. Facility,41,0,0,0,0,0,0,0,0,,,,,
9/20/20 - 9/26/20,Imperial,Imperial County Oren Fox Det. Facility,41,0,0,0,0,0,0,0,0,,,,,
9/27/20 - 10/03/20,Imperial,Imperial County Oren Fox Det. Facility,44,0,0,0,0,0,0,0,0,,,,,
10/04/20 - 10/10/20,Imperial,,,,,,,,,,,,<11,0,0,
10/11/20 - 10/17/20,Imperial,,,,,,,,,,,,0,0,0,
10/18/20 - 10/24/20,Imperial,,,,,,,,,,,,0,0,0,
10/25/20 - 10/31/20,Imperial,,,,,,,,,,,,<11,0,0,
11/01/20 - 11/07/20,Imperial,,,,,,,,,,,,<11,0,0,
7/19/20 - 7/25/20,Imperial,,,,,,,,,,,,<11,0,<11,
7/26/20 - 8/01/20,Imperial,,,,,,,,,,,,0,0,<11,
8/02/20 - 8/08/20,Imperial,,,,,,,,,,,,No Data Reported,,,
8/09/20 - 8/15/20,Imperial,,,,,,,,,,,,<11,0,0,
8/16/20 - 8/22/20,Imperial,,,,,,,,,,,,<11,0,0,
8/23/20 - 8/29/20,Imperial,,,,,,,,,,,,0,0,0,
8/30/20 - 9/05/20,Imperial,,,,,,,,,,,,<11,0,0,
9/06/20 - 9/12/20,Imperial,,,,,,,,,,,,0,0,0,
9/13/20 - 9/19/20,Imperial,,,,,,,,,,,,<11,0,0,
9/20/20 - 9/26/20,Imperial,,,,,,,,,,,,0,0,0,
9/27/20 - 10/03/20,Imperial,,,,,,,,,,,,<11,0,0,
10/04/20 - 10/10/20,Inyo,Inyo County Jail,57,<11,0,0,0,0,0,0,0,,,,,
10/11/20 - 10/17/20,Inyo,Inyo County Jail,51,<11,0,0,0,0,0,0,0,,,,,
10/18/20 - 10/24/20,Inyo,Inyo County Jail,48,<11,0,0,0,0,0,0,0,,,,,
10/25/20 - 10/31/20,Inyo,Inyo County Jail,53,<11,0,0,0,0,0,0,0,,,,,
11/01/20 - 11/07/20,Inyo,Inyo County Jail,54,<11,0,0,0,0,0,0,0,,,,,
7/19/20 - 7/25/20,Inyo,Inyo County Jail,34,<11,0,0,0,0,0,0,0,,,,,
7/26/20 - 8/01/20,Inyo,Inyo County Jail,41,<11,0,0,0,0,0,0,0,,,,,
8/02/20 - 8/08/20,Inyo,Inyo County Jail,32,30,0,,,,0,0,0,,,,,
8/09/20 - 8/15/20,Inyo,Inyo County Jail,38,<11,0,0,0,0,0,0,0,,,,,
8/16/20 - 8/22/20,Inyo,Inyo County Jail,38,<11,0,0,,0,0,0,0,,,,,
8/23/20 - 8/29/20,Inyo,Inyo County Jail,38,<11,0,0,,0,0,0,0,,,,,
8/30/20 - 9/05/20,Inyo,Inyo County Jail,38,<11,<11,0,0,0,0,0,0,,,,,
9/06/20 - 9/12/20,Inyo,Inyo County Jail,42,<11,0,0,0,0,0,0,0,,,,,
9/13/20 - 9/19/20,Inyo,Inyo County Jail,45,<11,0,0,0,0,0,0,0,,,,,
9/20/20 - 9/26/20,Inyo,Inyo County Jail,47,<11,0,0,0,0,0,0,0,,,,,
9/27/20 - 10/03/20,Inyo,Inyo County Jail,50,<11,0,0,0,0,0,0,0,,,,,
10/04/20 - 10/10/20,Inyo,,,,,,,,,,,,0,0,0,
10/11/20 - 10/17/20,Inyo,,,,,,,,,,,,0,0,0,
10/18/20 - 10/24/20,Inyo,,,,,,,,,,,,0,0,0,
10/25/20 - 10/31/20,Inyo,,,,,,,,,,,,0,0,0,
11/01/20 - 11/07/20,Inyo,,,,,,,,,,,,0,0,0,
7/19/20 - 7/25/20,Inyo,,,,,,,,,,,,0,0,0,
7/26/20 - 8/01/20,Inyo,,,,,,,,,,,,0,0,0,
8/02/20 - 8/08/20,Inyo,,,,,,,,,,,,No Data Reported,,,
8/09/20 - 8/15/20,Inyo,,,,,,,,,,,,0,0,0,
8/16/20 - 8/22/20,Inyo,,,,,,,,,,,,0,0,0,
8/23/20 - 8/29/20,Inyo,,,,,,,,,,,,0,0,0,
8/30/20 - 9/05/20,Inyo,,,,,,,,,,,,0,0,0,
9/06/20 - 9/12/20,Inyo,,,,,,,,,,,,0,0,0,
9/13/20 - 9/19/20,Inyo,,,,,,,,,,,,0,0,0,
9/20/20 - 9/26/20,Inyo,,,,,,,,,,,,0,0,0,
9/27/20 - 10/03/20,Inyo,,,,,,,,,,,,0,0,0,
10/04/20 - 10/10/20,Kern,Central Receiving Facility,195,<11,0,,,,0,0,0,,,,,
10/11/20 - 10/17/20,Kern,Central Receiving Facility,166,<11,0,,,,0,0,0,,,,,
10/18/20 - 10/24/20,Kern,Central Receiving Facility,172,<11,0,,,,0,0,0,,,,,
10/25/20 - 10/31/20,Kern,Central Receiving Facility,186,<11,0,,,,0,0,0,,,,,
11/01/20 - 11/07/20,Kern,Central Receiving Facility,165,<11,0,,,,0,0,0,,,,,
7/19/20 - 7/25/20,Kern,Central Receiving Facility,211,17,<11,,,,0,0,0,,,,,
7/26/20 - 8/01/20,Kern,Central Receiving Facility,202,<11,<11,<11,,<11,0,0,0,,,,,
8/02/20 - 8/08/20,Kern,Central Receiving Facility,234,15,<11,,,,0,0,0,,,,,
8/09/20 - 8/15/20,Kern,Central Receiving Facility,222,<11,0,,,,0,0,0,,,,,
8/16/20 - 8/22/20,Kern,Central Receiving Facility,145,<11,0,,,,0,0,0,,,,,
8/23/20 - 8/29/20,Kern,Central Receiving Facility,173,<11,<11,,,,0,0,0,,,,,
8/30/20 - 9/05/20,Kern,Central Receiving Facility,154,<11,0,,,,0,0,0,,,,,
9/06/20 - 9/12/20,Kern,Central Receiving Facility,171,<11,<11,,,,0,0,0,,,,,
9/13/20 - 9/19/20,Kern,Central Receiving Facility,161,<11,0,,,,0,0,0,,,,,
9/20/20 - 9/26/20,Kern,Central Receiving Facility,199,<11,0,,,,0,0,0,,,,,
9/27/20 - 10/03/20,Kern,Central Receiving Facility,196,0,0,,,,0,0,0,,,,,
10/04/20 - 10/10/20,Kern,Kern County Justice Facility,708,97,<11,,,,0,0,0,Increase in testing due to CDCR transfers out.,,,,
10/11/20 - 10/17/20,Kern,Kern County Justice Facility,667,<11,0,,,,0,0,0,,,,,
10/18/20 - 10/24/20,Kern,Kern County Justice Facility,662,<11,<11,,,,0,0,0,,,,,
10/25/20 - 10/31/20,Kern,Kern County Justice Facility,679,<11,0,,,,0,<11,0,,,,,
11/01/20 - 11/07/20,Kern,Kern County Justice Facility,704,56,<11,,,,0,<11,0,Higher test numbers due to CDCR transfer outs.,,,,
7/19/20 - 7/25/20,Kern,Kern County Justice Facility,698,<11,<11,,,,0,0,0,,,,,
7/26/20 - 8/01/20,Kern,Kern County Justice Facility,717,15,<11,,,,0,0,0,,,,,
8/02/20 - 8/08/20,Kern,Kern County Justice Facility,709,<11,<11,,,,0,0,0,,,,,
8/09/20 - 8/15/20,Kern,Kern County Justice Facility,709,<11,<11,,,,0,0,0,,,,,
8/16/20 - 8/22/20,Kern,Kern County Justice Facility,710,0,0,,,,0,0,0,,,,,
8/23/20 - 8/29/20,Kern,Kern County Justice Facility,710,40,<11,,,,0,0,0,38 of these tests were mandated testing per CDCR so we could transfer inmates into their custody.,,,,
8/30/20 - 9/05/20,Kern,Kern County Justice Facility,679,<11,<11,,,,0,0,0,,,,,
9/06/20 - 9/12/20,Kern,Kern County Justice Facility,688,<11,<11,,,,0,0,0,,,,,
9/13/20 - 9/19/20,Kern,Kern County Justice Facility,717,0,0,,,,0,<11,0,,,,,
9/20/20 - 9/26/20,Kern,Kern County Justice Facility,705,0,0,,,,0,0,0,,,,,
9/27/20 - 10/03/20,Kern,Kern County Justice Facility,714,<11,0,,,,0,0,0,,,,,
10/04/20 - 10/10/20,Kern,Lerdo Pre-Trial Facility,1003,54,11,,,,0,<11,0,Increase in testing due to CDCR transfers out.,,,,
10/11/20 - 10/17/20,Kern,Lerdo Pre-Trial Facility,935,46,<11,,,,0,0,0,Tested numbers are  a little higher due to testing for CDCR transfers.,,,,
10/18/20 - 10/24/20,Kern,Lerdo Pre-Trial Facility,934,<11,0,,,,0,<11,0,,,,,
10/25/20 - 10/31/20,Kern,Lerdo Pre-Trial Facility,941,<11,0,,,,0,<11,0,,,,,
11/01/20 - 11/07/20,Kern,Lerdo Pre-Trial Facility,948,41,<11,,,,0,<11,0,Higher test numbers due to CDCR transfer outs.,,,,
7/19/20 - 7/25/20,Kern,Lerdo Pre-Trial Facility,881,<11,0,,,,0,0,0,,,,,
7/26/20 - 8/01/20,Kern,Lerdo Pre-Trial Facility,889,<11,<11,,,,0,<11,0,,,,,
8/02/20 - 8/08/20,Kern,Lerdo Pre-Trial Facility,884,<11,0,,,,0,<11,0,,,,,
8/09/20 - 8/15/20,Kern,Lerdo Pre-Trial Facility,869,<11,0,,,,0,<11,0,,,,,
8/16/20 - 8/22/20,Kern,Lerdo Pre-Trial Facility,950,<11,0,,,,0,<11,0,,,,,
8/23/20 - 8/29/20,Kern,Lerdo Pre-Trial Facility,959,41,<11,,,,0,<11,0,40 of these tests were mandated by CDCR so we could transfer inmates into their custody.,,,,
8/30/20 - 9/05/20,Kern,Lerdo Pre-Trial Facility,948,<11,<11,,,,0,0,0,,,,,
9/06/20 - 9/12/20,Kern,Lerdo Pre-Trial Facility,947,0,0,,,,0,<11,0,,,,,
9/13/20 - 9/19/20,Kern,Lerdo Pre-Trial Facility,960,14,<11,,,,0,0,0,,,,,
9/20/20 - 9/26/20,Kern,Lerdo Pre-Trial Facility,947,<11,<11,,,,0,<11,0,,,,,
9/27/20 - 10/03/20,Kern,Lerdo Pre-Trial Facility,981,<11,<11,,,,0,<11,0,,,,,
10/04/20 - 10/10/20,Kern,,,,,,,,,,,,<11,0,<11,
10/11/20 - 10/17/20,Kern,,,,,,,,,,,,<11,<11,<11,
10/18/20 - 10/24/20,Kern,,,,,,,,,,,,<11,<11,<11,
10/25/20 - 10/31/20,Kern,,,,,,,,,,,,<11,<11,0,
11/01/20 - 11/07/20,Kern,,,,,,,,,,,,<11,<11,0,
7/19/20 - 7/25/20,Kern,,,,,,,,,,,,<11,<11,0,
7/26/20 - 8/01/20,Kern,,,,,,,,,,,,11,<11,<11,
8/02/20 - 8/08/20,Kern,,,,,,,,,,,,12,<11,<11,
8/09/20 - 8/15/20,Kern,,,,,,,,,,,,12,<11,<11,
8/16/20 - 8/22/20,Kern,,,,,,,,,,,,<11,0,0,
8/23/20 - 8/29/20,Kern,,,,,,,,,,,,<11,<11,<11,
8/30/20 - 9/05/20,Kern,,,,,,,,,,,,<11,0,<11,
9/06/20 - 9/12/20,Kern,,,,,,,,,,,,<11,<11,<11,
9/13/20 - 9/19/20,Kern,,,,,,,,,,,,<11,<11,<11,
9/20/20 - 9/26/20,Kern,,,,,,,,,,,,<11,0,<11,
9/27/20 - 10/03/20,Kern,,,,,,,,,,,,13,<11,<11,
10/04/20 - 10/10/20,Kings,Kings County Jail Facility,532,12,<11,,,,0,0,0,,,,,
10/11/20 - 10/17/20,Kings,Kings County Jail Facility,530,<11,0,,,,0,<11,0,,,,,
10/18/20 - 10/24/20,Kings,Kings County Jail Facility,546,11,0,,,,0,0,0,,,,,
10/25/20 - 10/31/20,Kings,Kings County Jail Facility,530,<11,0,,,,0,0,0,,,,,
11/01/20 - 11/07/20,Kings,Kings County Jail Facility,539,91,0,,,,0,0,0,,,,,
7/19/20 - 7/25/20,Kings,Kings County Jail Facility,480,0,0,,,,0,0,0,,,,,
7/26/20 - 8/01/20,Kings,Kings County Jail Facility,500,<11,<11,,,,0,0,0,,,,,
8/02/20 - 8/08/20,Kings,Kings County Jail Facility,510,0,0,,,,0,0,0,,,,,
8/09/20 - 8/15/20,Kings,Kings County Jail Facility,518,<11,0,,,,0,<11,0,,,,,
8/16/20 - 8/22/20,Kings,Kings County Jail Facility,520,44,0,,,,0,0,0,,,,,
8/23/20 - 8/29/20,Kings,Kings County Jail Facility,479,<11,0,,,,0,<11,0,,,,,
8/30/20 - 9/05/20,Kings,Kings County Jail Facility,488,0,0,,,,0,0,0,,,,,
9/06/20 - 9/12/20,Kings,Kings County Jail Facility,490,<11,0,,,,0,0,0,,,,,
9/13/20 - 9/19/20,Kings,Kings County Jail Facility,503,0,0,,,,0,0,0,,,,,
9/20/20 - 9/26/20,Kings,Kings County Jail Facility,508,0,0,,,,0,0,0,,,,,
9/27/20 - 10/03/20,Kings,Kings County Jail Facility,522,0,0,,,,0,0,0,,,,,
10/04/20 - 10/10/20,Kings,,,,,,,,,,,,<11,0,0,
10/11/20 - 10/17/20,Kings,,,,,,,,,,,,<11,0,0,
10/18/20 - 10/24/20,Kings,,,,,,,,,,,,<11,0,0,
10/25/20 - 10/31/20,Kings,,,,,,,,,,,,<11,0,0,
11/01/20 - 11/07/20,Kings,,,,,,,,,,,,<11,<11,0,
7/19/20 - 7/25/20,Kings,,,,,,,,,,,,0,0,0,
7/26/20 - 8/01/20,Kings,,,,,,,,,,,,<11,0,0,
8/02/20 - 8/08/20,Kings,,,,,,,,,,,,<11,<11,0,
8/09/20 - 8/15/20,Kings,,,,,,,,,,,,0,0,0,
8/16/20 - 8/22/20,Kings,,,,,,,,,,,,0,0,0,
8/23/20 - 8/29/20,Kings,,,,,,,,,,,,0,0,0,
8/30/20 - 9/05/20,Kings,,,,,,,,,,,,0,0,0,
9/06/20 - 9/12/20,Kings,,,,,,,,,,,,<11,0,0,
